taskId,index,attempt,partitionId,launchTime,duration,executorId,host,status,taskLocality,speculative,accumulatorUpdates,taskMetrics_executorDeserializeTime,taskMetrics_executorDeserializeCpuTime,taskMetrics_executorRunTime,taskMetrics_executorCpuTime,taskMetrics_resultSize,taskMetrics_jvmGcTime,taskMetrics_resultSerializationTime,taskMetrics_memoryBytesSpilled,taskMetrics_diskBytesSpilled,taskMetrics_peakExecutionMemory,taskMetrics_inputMetrics_bytesRead,taskMetrics_inputMetrics_recordsRead,taskMetrics_outputMetrics_bytesWritten,taskMetrics_outputMetrics_recordsWritten,taskMetrics_shuffleReadMetrics_remoteBlocksFetched,taskMetrics_shuffleReadMetrics_localBlocksFetched,taskMetrics_shuffleReadMetrics_fetchWaitTime,taskMetrics_shuffleReadMetrics_remoteBytesRead,taskMetrics_shuffleReadMetrics_remoteBytesReadToDisk,taskMetrics_shuffleReadMetrics_localBytesRead,taskMetrics_shuffleReadMetrics_recordsRead,taskMetrics_shuffleReadMetrics_remoteReqsDuration,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_corruptMergedBlockChunks,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_mergedFetchFallbackCount,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedBlocksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_localMergedBlocksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedChunksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_localMergedChunksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedBytesRead,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_localMergedBytesRead,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedReqsDuration,taskMetrics_shuffleWriteMetrics_bytesWritten,taskMetrics_shuffleWriteMetrics_writeTime,taskMetrics_shuffleWriteMetrics_recordsWritten,schedulerDelay,gettingResultTime,stage_uid
1515,1474,0,1474,2024-06-07T21:00:13.453GMT,13,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],4,1619000,7,2054000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5925,999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.0
1026,985,0,985,2024-06-07T21:00:12.246GMT,42,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,835000,27,5054000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5965,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8.0
1895,1854,0,1854,2024-06-07T21:00:13.948GMT,7,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,800000,2,1388000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5984,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8.0
1167,1126,0,1126,2024-06-07T21:00:12.624GMT,116,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],7,1774000,47,5133000,4834,0,29,0,0,0,0,0,0,0,0,10,0,0,0,5606,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,8.0
1616,1575,0,1575,2024-06-07T21:00:13.676GMT,15,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],2,818000,3,1709000,4834,0,2,0,0,0,0,0,0,0,0,10,0,0,0,5592,999,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0
530,489,0,489,2024-06-07T21:00:11.068GMT,10,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,1173000,5,2634000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5595,999,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
953,912,0,912,2024-06-07T21:00:12.196GMT,7,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,849000,3,1574000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5596,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
1185,1144,0,1144,2024-06-07T21:00:12.820GMT,30,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],8,2507000,19,5243000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5607,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8.0
773,732,0,732,2024-06-07T21:00:11.855GMT,59,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,768000,52,9159000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5913,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8.0
794,753,0,753,2024-06-07T21:00:11.969GMT,11,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,1265000,5,2736000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5935,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8.0
586,545,0,545,2024-06-07T21:00:11.162GMT,57,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],16,2277000,11,3778000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5597,999,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8.0
1996,1955,0,1955,2024-06-07T21:00:14.049GMT,7,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,1047000,2,1450000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5937,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
662,621,0,621,2024-06-07T21:00:11.626GMT,48,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],2,1985000,38,5332000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5965,999,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0
718,677,0,677,2024-06-07T21:00:11.710GMT,62,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],2,1330000,56,5595000,4834,9,0,0,0,0,0,0,0,0,0,10,0,0,0,5954,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
888,847,0,847,2024-06-07T21:00:12.116GMT,17,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],7,2917000,5,3060000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5909,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8.0
1732,1691,0,1691,2024-06-07T21:00:13.796GMT,7,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,1076000,4,1966000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5909,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.0
926,885,0,885,2024-06-07T21:00:12.150GMT,7,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,1408000,4,1951000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5988,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.0
906,865,0,865,2024-06-07T21:00:12.138GMT,8,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,887000,3,2441000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5948,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8.0
1278,1237,0,1237,2024-06-07T21:00:13.004GMT,10,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],2,2097000,4,3919000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5938,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
1906,1865,0,1865,2024-06-07T21:00:13.954GMT,8,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,879000,2,1577000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5948,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8.0
